2018-09-12T21:31:46.586;centro-8-aula-1;centro8aula1-System-Product-Name/127.0.1.1;java.lang.ArithmeticException: / by zero
2018-09-12T21:31:55.432;centro-8-aula-1;centro8aula1-System-Product-Name/127.0.1.1;java.lang.ArithmeticException: / by zero
2018-09-12T21:32:13.311;centro-8-aula-1;centro8aula1-System-Product-Name/127.0.1.1;java.lang.ArithmeticException: / by zero
